table_name,cid,column_name,type,notnull,default_value,pk
card_intelligence,36,publication_candidate_score,REAL,0,,0
card_intelligence,37,publication_candidate_score_band,TEXT,1,'',0
card_intelligence,38,publication_candidate_profile,TEXT,1,'',0
card_intelligence,39,publication_candidate_reasons_json,TEXT,1,'[]',0
card_intelligence,40,publication_candidate_risks_json,TEXT,1,'[]',0
card_intelligence,41,publication_candidate_updated_at,TEXT,1,'',0
card_intelligence,42,publish_status,TEXT,1,'',0
card_intelligence,43,publish_reasons_json,TEXT,1,'[]',0
card_intelligence,44,publish_risks_json,TEXT,1,'[]',0
card_intelligence,45,publish_payload_json,TEXT,1,'{}',0
card_intelligence,46,publish_updated_at,TEXT,1,'',0
card_intelligence,47,dossier_gap_class,TEXT,1,'',0
card_intelligence,48,dossier_gap_tags_json,TEXT,1,'[]',0
card_intelligence,49,coverage_value_score,REAL,0,,0
card_intelligence,50,coverage_value_band,TEXT,1,'',0
card_intelligence,51,coverage_gap_summary,TEXT,1,'',0
card_intelligence,52,revalidation_status,TEXT,1,'',0
card_intelligence,53,revalidation_reason,TEXT,1,'',0
card_intelligence,54,revalidation_priority_score,REAL,0,,0
card_intelligence,55,revalidation_priority_bucket,TEXT,1,'',0
card_intelligence,56,revalidation_updated_at,TEXT,1,'',0
card_relationships,0,relationship_id,INTEGER,0,,1
card_relationships,1,card_id,TEXT,1,,0
card_relationships,2,related_entity,TEXT,1,,0
card_relationships,3,related_entity_type,TEXT,1,,0
card_relationships,4,relationship_type,TEXT,1,,0
card_relationships,5,evidence_source,TEXT,1,,0
card_relationships,6,confidence,TEXT,1,,0
card_relationships,7,status,TEXT,1,'inferred',0
card_relationships,8,notes,TEXT,1,'',0
card_relationships,9,created_at,TEXT,1,datetime('now'),0
card_relationships,10,updated_at,TEXT,1,datetime('now'),0
card_roles,0,card_id,TEXT,1,,1
card_roles,1,role,TEXT,1,,2
card_roles,2,role_confidence,TEXT,1,,0
card_roles,3,evidence,TEXT,1,,0
card_roles,4,classification_source,TEXT,1,'text_analysis',0
card_roles,5,status,TEXT,1,'inferred',0
card_roles,6,created_at,TEXT,1,datetime('now'),0
card_roles,7,updated_at,TEXT,1,datetime('now'),0
card_variants,0,id,INTEGER,0,,1
card_variants,1,card_id,INTEGER,1,,0
card_variants,2,variant_key,TEXT,1,,0
card_variants,3,variant_label,TEXT,1,'',0
card_variants,4,print_id,TEXT,1,'',0
card_variants,5,release_set_code,TEXT,1,'',0
card_variants,6,release_set_name,TEXT,1,'',0
card_variants,7,image_path,TEXT,1,'',0
card_variants,8,image_url,TEXT,1,'',0
card_variants,9,source,TEXT,1,'local-catalog',0
card_variants,10,is_base,INTEGER,1,0,0
card_variants,11,is_alt,INTEGER,1,0,0
card_variants,12,is_sp,INTEGER,1,0,0
card_variants,13,has_variant_evidence,INTEGER,1,0,0
card_variants,14,is_tr,INTEGER,1,0,0
card_variants,15,is_manga_rare,INTEGER,1,0,0
card_variants,16,is_golden_manga_rare,INTEGER,1,0,0
card_variants,17,is_promo,INTEGER,1,0,0
card_variants,18,is_serialized,INTEGER,1,0,0
card_variants,19,is_illustration_rare,INTEGER,1,0,0
card_variants,20,official_provenance,TEXT,0,,0
card_variants,21,distribution_product_key,TEXT,0,,0
card_variants,22,updated_at,TEXT,0,,0
card_variants,23,tcgplayer_product_id,INTEGER,0,,0
card_variants,24,tcgplayer_market_price,REAL,0,,0
card_variants,25,tcgplayer_mid_price,REAL,0,,0
card_variants,26,tcgplayer_low_price,REAL,0,,0
card_variants,27,tcgplayer_price_updated_at,TEXT,0,,0
cards,0,id,INTEGER,0,,1
cards,1,canonical_code,TEXT,1,,0
cards,2,set_code,TEXT,1,'',0
cards,3,card_number,TEXT,1,'',0
cards,4,set_name,TEXT,1,'',0
cards,5,card_name,TEXT,1,'',0
cards,6,rarity,TEXT,1,'',0
cards,7,color,TEXT,1,'',0
cards,8,card_type,TEXT,1,'',0
cards,9,cost,INTEGER,0,,0
cards,10,power,TEXT,1,'',0
cards,11,counter,TEXT,1,'',0
cards,12,attribute,TEXT,1,'',0
cards,13,traits,TEXT,1,'',0
cards,14,life,TEXT,1,'',0
cards,15,block_icon,TEXT,1,'',0
cards,16,effect_text,TEXT,1,'',0
cards,17,trigger_text,TEXT,1,'',0
cards,18,aliases_json,TEXT,1,'[]',0
cards,19,sources_json,TEXT,1,'[]',0
cards,20,base_card_id,TEXT,1,'',0
cards,21,is_variant,INTEGER,1,0,0
cards,22,variant_category,TEXT,1,'',0
cards,23,variant_subtype,TEXT,1,'',0
cards,24,stamp_type,TEXT,1,'',0
cards,25,stamp_event_name,TEXT,1,'',0
cards,26,stamp_placement,TEXT,1,'',0
cards,27,distribution_source,TEXT,1,'',0
cards,28,distribution_event,TEXT,1,'',0
cards,29,is_serialized,INTEGER,1,0,0
cards,30,serial_number,INTEGER,0,,0
cards,31,print_run,INTEGER,0,,0
cards,32,is_premium_variant,INTEGER,1,0,0
cards,33,variant_meta_json,TEXT,1,'{}',0
image_assets,0,id,INTEGER,0,,1
image_assets,1,printing_id,INTEGER,1,,0
image_assets,2,asset_type,TEXT,1,'card_scan',0
image_assets,3,local_path,TEXT,1,,0
image_assets,4,source_label,TEXT,0,'local_library',0
image_assets,5,source_url,TEXT,0,,0
image_assets,6,width,INTEGER,0,,0
image_assets,7,height,INTEGER,0,,0
image_assets,8,checksum,TEXT,0,,0
image_assets,9,has_sample_watermark,INTEGER,0,0,0
image_assets,10,image_confidence,TEXT,0,'UNVERIFIED',0
image_assets,11,is_primary,INTEGER,0,1,0
image_assets,12,created_at,TEXT,0,datetime('now'),0
image_assets,13,updated_at,TEXT,0,,0
image_variant_analysis,0,canonical_code,TEXT,1,,1
image_variant_analysis,1,image_path,TEXT,1,,0
image_variant_analysis,2,sp_marker_detected,INTEGER,0,,0
image_variant_analysis,3,parallel_marker_detected,INTEGER,0,,0
image_variant_analysis,4,analysis_confidence,TEXT,1,'high',0
image_variant_analysis,5,raw_vision_response,TEXT,1,'',0
image_variant_analysis,6,analysis_timestamp,TEXT,1,,0
image_variant_analysis,7,review_status,TEXT,1,'REVIEW_REQUIRED',0
image_variant_analysis,8,operator_decision,TEXT,0,NULL,0
market_prices,0,id,INTEGER,0,,1
market_prices,1,market_product_fk,INTEGER,1,,0
market_prices,2,source_name,TEXT,1,'tcgcsv',0
market_prices,3,captured_at,TEXT,1,,0
market_prices,4,currency,TEXT,0,'USD',0
market_prices,5,subtype_name,TEXT,0,,0
market_prices,6,low_price,REAL,0,,0
market_prices,7,mid_price,REAL,0,,0
market_prices,8,high_price,REAL,0,,0
market_prices,9,market_price,REAL,0,,0
market_prices,10,direct_low_price,REAL,0,,0
market_prices,11,listed_median_price,REAL,0,,0
market_prices,12,sales_volume,INTEGER,0,,0
market_prices,13,available_quantity,INTEGER,0,,0
market_prices,14,raw_payload_json,TEXT,0,,0
market_products,0,id,INTEGER,0,,1
market_products,1,source_name,TEXT,1,'tcgcsv',0
market_products,2,market_product_id,TEXT,1,,0
market_products,3,market_group_id,TEXT,0,,0
market_products,4,market_category_id,TEXT,0,,0
market_products,5,product_name,TEXT,1,,0
market_products,6,clean_product_name,TEXT,0,,0
market_products,7,market_variant_label,TEXT,0,,0
market_products,8,market_set_name,TEXT,0,,0
market_products,9,market_set_code,TEXT,0,,0
market_products,10,market_number,TEXT,0,,0
market_products,11,rarity_market,TEXT,0,,0
market_products,12,subtype_support,INTEGER,0,0,0
market_products,13,active,INTEGER,0,1,0
market_products,14,url,TEXT,0,,0
market_products,15,image_url,TEXT,0,,0
market_products,16,raw_payload_json,TEXT,0,,0
market_products,17,created_at,TEXT,0,datetime('now'),0
market_products,18,updated_at,TEXT,0,,0
miru_action_history,0,id,INTEGER,0,,1
miru_action_history,1,action_id,TEXT,1,,0
miru_action_history,2,action_title,TEXT,1,'',0
miru_action_history,3,category,TEXT,1,'',0
miru_action_history,4,target_type,TEXT,1,'',0
miru_action_history,5,target_id,TEXT,1,'',0
miru_action_history,6,execution_status,TEXT,1,'',0
miru_action_history,7,eligibility,TEXT,1,'',0
miru_action_history,8,guardrail_label,TEXT,1,'',0
miru_action_history,9,risk_level,TEXT,1,'',0
miru_action_history,10,confidence_score,REAL,1,0.0,0
miru_action_history,11,rationale,TEXT,1,'',0
miru_action_history,12,sync_reason,TEXT,1,'',0
miru_action_history,13,priority_score,REAL,0,,0
miru_action_history,14,priority_bucket,TEXT,1,'',0
miru_action_history,15,publication_readiness,TEXT,1,'',0
miru_action_history,16,worker_hint,TEXT,1,'',0
miru_action_history,17,payload_json,TEXT,1,'{}',0
miru_action_history,18,created_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_card_insights,0,card_id,TEXT,1,,1
miru_card_insights,1,insight_type,TEXT,1,,2
miru_card_insights,2,insight_text,TEXT,1,'',0
miru_card_insights,3,confidence,REAL,1,0.0,0
miru_card_insights,4,updated_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_card_insights,5,quality_tier,TEXT,1,'',0
miru_card_insights,6,source_ref,TEXT,1,'',0
miru_card_insights,7,leader_code,TEXT,1,'',0
miru_card_insights,8,generated_at,INTEGER,1,0,0
miru_card_insights,9,used_sections_json,TEXT,1,'[]',0
miru_card_insights,10,sync_reason,TEXT,1,'',0
miru_card_insights,11,source_updated_at,TEXT,1,'',0
miru_card_insights,12,approval_state,TEXT,1,'',0
miru_card_insights,13,is_upcoming,INTEGER,1,0,0
miru_card_legality,0,card_code,TEXT,1,,1
miru_card_legality,1,format,TEXT,1,'standard',2
miru_card_legality,2,legality_state,TEXT,1,'unknown',0
miru_card_legality,3,effective_date,TEXT,1,'',0
miru_card_legality,4,source_id,TEXT,1,'',0
miru_card_legality,5,source_reference,TEXT,1,'',0
miru_card_legality,6,last_checked_at,TEXT,1,'',0
miru_card_legality,7,notes,TEXT,1,'',0
miru_card_legality,8,updated_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_card_usage,0,id,INTEGER,0,,1
miru_card_usage,1,card_code,TEXT,1,,0
miru_card_usage,2,archetype_key,TEXT,1,'',0
miru_card_usage,3,usage_count,INTEGER,1,0,0
miru_card_usage,4,format_name,TEXT,1,'',0
miru_card_usage,5,source_kind,TEXT,1,'',0
miru_card_usage,6,period_label,TEXT,1,'',0
miru_card_usage,7,observed_at,TEXT,1,'',0
miru_card_usage,8,notes,TEXT,1,'',0
miru_card_usage,9,created_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_card_usage,10,updated_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_deck_archetypes,0,archetype_key,TEXT,0,,1
miru_deck_archetypes,1,display_name,TEXT,1,'',0
miru_deck_archetypes,2,format_name,TEXT,1,'',0
miru_deck_archetypes,3,representative_leader_code,TEXT,1,'',0
miru_deck_archetypes,4,confidence_score,REAL,1,0.0,0
miru_deck_archetypes,5,notes,TEXT,1,'',0
miru_deck_archetypes,6,created_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_deck_archetypes,7,updated_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_meta_events,0,id,INTEGER,0,,1
miru_meta_events,1,event_key,TEXT,1,,0
miru_meta_events,2,event_name,TEXT,1,'',0
miru_meta_events,3,format_name,TEXT,1,'',0
miru_meta_events,4,event_date,TEXT,1,'',0
miru_meta_events,5,source_url,TEXT,1,'',0
miru_meta_events,6,source_kind,TEXT,1,'',0
miru_meta_events,7,notes,TEXT,1,'',0
miru_meta_events,8,created_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_meta_events,9,updated_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_perception_ledger,0,id,INTEGER,0,,1
miru_perception_ledger,1,discrepancy_id,TEXT,1,,0
miru_perception_ledger,2,batch_id,TEXT,1,'',0
miru_perception_ledger,3,created_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_perception_ledger,4,updated_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_perception_ledger,5,image_ref,TEXT,1,'',0
miru_perception_ledger,6,ocr_engine,TEXT,1,'',0
miru_perception_ledger,7,ocr_run_id,TEXT,1,'',0
miru_perception_ledger,8,ocr_confidence,REAL,1,0.0,0
miru_perception_ledger,9,resolved_card_code,TEXT,1,'',0
miru_perception_ledger,10,resolved_record_source,TEXT,1,'',0
miru_perception_ledger,11,resolver_confidence,TEXT,1,'low',0
miru_perception_ledger,12,overall_status,TEXT,1,'open',0
miru_perception_ledger,13,discrepancy_category,TEXT,1,'',0
miru_perception_ledger,14,severity,TEXT,1,'low',0
miru_perception_ledger,15,recommended_action,TEXT,1,'',0
miru_perception_ledger,16,review_status,TEXT,1,'open',0
miru_perception_ledger,17,resolution_category,TEXT,1,'',0
miru_perception_ledger,18,reviewed_at,TEXT,1,'',0
miru_perception_ledger,19,reviewer,TEXT,1,'',0
miru_perception_ledger,20,final_disposition,TEXT,1,'',0
miru_perception_ledger,21,notes,TEXT,1,'',0
miru_perception_ledger,22,suppression_active,INTEGER,1,0,0
miru_perception_ledger,23,recurrence_count,INTEGER,1,1,0
miru_perception_ledger,24,first_seen_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_perception_ledger,25,last_seen_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_perception_ledger,26,resolution_dead_end,INTEGER,1,0,0
miru_perception_ledger,27,dead_end_flagged_at,TEXT,1,'',0
miru_perception_ledger,28,reconciliation_eligible,INTEGER,1,0,0
miru_perception_ledger,29,last_reconciliation_attempt,TEXT,1,'',0
miru_perception_ledger,30,patch_candidate_state,TEXT,1,'',0
miru_perception_ledger,31,patch_candidate_created_at,TEXT,1,'',0
miru_perception_ledger,32,patch_candidate_updated_at,TEXT,1,'',0
miru_perception_ledger,33,original_candidate_card_code,TEXT,1,'',0
miru_perception_ledger,34,image_source_ref,TEXT,1,'',0
miru_perception_ledger,35,source_context,TEXT,1,'',0
miru_perception_ledger,36,variant_risk_score,REAL,1,0.0,0
miru_perception_ledger,37,variant_risk_signals_json,TEXT,1,'[]',0
miru_perception_ledger,38,known_variant,INTEGER,1,0,0
miru_perception_ledger,39,variant_index_hit,INTEGER,1,0,0
miru_perception_ledger,40,variant_classification,TEXT,1,'',0
miru_perception_ledger,41,variant_base_card_code,TEXT,1,'',0
miru_perception_ledger,42,variant_resolution_source,TEXT,1,'',0
miru_perception_ledger,43,resolver_confidence_history_json,TEXT,1,'[]',0
miru_perception_ledger,44,token_spend,REAL,0,,0
miru_perception_ledger,45,latency,REAL,0,,0
miru_perception_ledger,46,tier_used,INTEGER,1,0,0
miru_perception_ledger,47,cache_hit,INTEGER,1,0,0
miru_perception_ledger,48,image_hash,TEXT,1,'',0
miru_perception_ledger,49,crop_hash,TEXT,1,'',0
miru_perception_ledger,50,ocr_pipeline_version,TEXT,1,'',0
miru_perception_ledger,51,crop_version,TEXT,1,'',0
miru_perception_ledger_fields,0,id,INTEGER,0,,1
miru_perception_ledger_fields,1,discrepancy_id,TEXT,1,,0
miru_perception_ledger_fields,2,field_name,TEXT,1,,0
miru_perception_ledger_fields,3,local_value,TEXT,1,'',0
miru_perception_ledger_fields,4,ocr_value,TEXT,1,'',0
miru_perception_ledger_fields,5,match_state,TEXT,1,'',0
miru_perception_ledger_fields,6,field_confidence,REAL,1,0.0,0
miru_perception_ledger_fields,7,field_notes,TEXT,1,'',0
miru_perception_ledger_fields,8,created_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_perception_ledger_fields,9,normalized_local_value,TEXT,1,'',0
miru_perception_ledger_fields,10,normalized_observed_value,TEXT,1,'',0
miru_perception_ledger_fields,11,is_identity_critical,INTEGER,1,0,0
miru_perception_ledger_fields,12,normalization_applied,TEXT,1,'',0
miru_perception_ledger_recurrence,0,id,INTEGER,0,,1
miru_perception_ledger_recurrence,1,card_code,TEXT,1,,0
miru_perception_ledger_recurrence,2,field_name,TEXT,1,,0
miru_perception_ledger_recurrence,3,discrepancy_category,TEXT,1,,0
miru_perception_ledger_recurrence,4,recurrence_count,INTEGER,1,1,0
miru_perception_ledger_recurrence,5,avg_ocr_confidence,REAL,1,0.0,0
miru_perception_ledger_recurrence,6,highest_resolver_confidence,TEXT,1,'low',0
miru_perception_ledger_recurrence,7,first_seen_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_perception_ledger_recurrence,8,last_seen_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_perception_ledger_recurrence,9,escalation_eligible,INTEGER,1,0,0
miru_perception_ledger_recurrence,10,resolution_dead_end,INTEGER,1,0,0
miru_perception_ledger_recurrence,11,dead_end_flagged_at,TEXT,1,'',0
miru_perception_ledger_recurrence,12,resolver_confidence_ever_reached_medium_or_high,INTEGER,1,0,0
miru_perception_ledger_recurrence,13,resolver_confidence_history_json,TEXT,1,'[]',0
miru_perception_ledger_summary,0,id,INTEGER,0,,1
miru_perception_ledger_summary,1,batch_id,TEXT,1,'',0
miru_perception_ledger_summary,2,card_code,TEXT,1,'',0
miru_perception_ledger_summary,3,field_name,TEXT,1,'',0
miru_perception_ledger_summary,4,mismatch_type,TEXT,1,'cosmetic',0
miru_perception_ledger_summary,5,occurrence_count,INTEGER,1,1,0
miru_perception_ledger_summary,6,first_seen_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_perception_ledger_summary,7,last_seen_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_publication_batch_items,0,id,INTEGER,0,,1
miru_publication_batch_items,1,batch_id,TEXT,1,,0
miru_publication_batch_items,2,item_key,TEXT,1,,0
miru_publication_batch_items,3,target_id,TEXT,1,'',0
miru_publication_batch_items,4,stage_state,TEXT,1,'',0
miru_publication_batch_items,5,readiness_state,TEXT,1,'',0
miru_publication_batch_items,6,approval_state,TEXT,1,'',0
miru_publication_batch_items,7,promotion_state,TEXT,1,'',0
miru_publication_batch_items,8,guardrail_label,TEXT,1,'',0
miru_publication_batch_items,9,confidence_score,REAL,1,0.0,0
miru_publication_batch_items,10,rationale,TEXT,1,'',0
miru_publication_batch_items,11,payload_json,TEXT,1,'{}',0
miru_publication_batch_items,12,status,TEXT,1,'active',0
miru_publication_batch_items,13,note,TEXT,1,'',0
miru_publication_batch_items,14,added_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_publication_batch_items,15,updated_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_publication_batch_items,16,removed_at,TEXT,1,'',0
miru_publication_batch_items,17,candidate_score,REAL,1,0.0,0
miru_publication_batch_items,18,candidate_score_band,TEXT,1,'',0
miru_publication_batch_items,19,candidate_profile,TEXT,1,'',0
miru_publication_batches,0,batch_id,TEXT,0,,1
miru_publication_batches,1,batch_status,TEXT,1,'draft',0
miru_publication_batches,2,batch_title,TEXT,1,'',0
miru_publication_batches,3,rationale,TEXT,1,'',0
miru_publication_batches,4,summary_text,TEXT,1,'',0
miru_publication_batches,5,guardrail_label,TEXT,1,'',0
miru_publication_batches,6,member_count,INTEGER,1,0,0
miru_publication_batches,7,ready_member_count,INTEGER,1,0,0
miru_publication_batches,8,review_member_count,INTEGER,1,0,0
miru_publication_batches,9,blocked_member_count,INTEGER,1,0,0
miru_publication_batches,10,deferred_member_count,INTEGER,1,0,0
miru_publication_batches,11,payload_json,TEXT,1,'{}',0
miru_publication_batches,12,created_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_publication_batches,13,updated_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_publication_batches,14,archived_at,TEXT,1,'',0
miru_publication_batches,15,batch_quality_score,REAL,1,0.0,0
miru_publication_batches,16,batch_quality_band,TEXT,1,'',0
miru_publication_batches,17,batch_profile,TEXT,1,'',0
miru_publication_batches,18,strongest_reasons_json,TEXT,1,'[]',0
miru_publication_batches,19,unresolved_risks_json,TEXT,1,'[]',0
miru_publication_batches,20,recommended_next_step,TEXT,1,'',0
miru_publication_batches,21,batch_publish_status,TEXT,1,'',0
miru_publication_batches,22,batch_publish_reasons_json,TEXT,1,'[]',0
miru_publication_batches,23,batch_publish_risks_json,TEXT,1,'[]',0
miru_publication_batches,24,batch_publish_payload_json,TEXT,1,'{}',0
miru_publication_batches,25,batch_publish_updated_at,TEXT,1,'',0
miru_publication_stage,0,id,INTEGER,0,,1
miru_publication_stage,1,item_key,TEXT,1,,0
miru_publication_stage,2,target_type,TEXT,1,'card',0
miru_publication_stage,3,target_id,TEXT,1,'',0
miru_publication_stage,4,readiness_state,TEXT,1,'',0
miru_publication_stage,5,approval_state,TEXT,1,'',0
miru_publication_stage,6,promotion_state,TEXT,1,'',0
miru_publication_stage,7,stage_state,TEXT,1,'',0
miru_publication_stage,8,guardrail_label,TEXT,1,'',0
miru_publication_stage,9,confidence_score,REAL,1,0.0,0
miru_publication_stage,10,risk_level,TEXT,1,'',0
miru_publication_stage,11,rationale,TEXT,1,'',0
miru_publication_stage,12,summary_text,TEXT,1,'',0
miru_publication_stage,13,supporting_sections_json,TEXT,1,'[]',0
miru_publication_stage,14,payload_json,TEXT,1,'{}',0
miru_publication_stage,15,batch_id,TEXT,1,'',0
miru_publication_stage,16,note,TEXT,1,'',0
miru_publication_stage,17,decision_source,TEXT,1,'',0
miru_publication_stage,18,created_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_publication_stage,19,updated_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_publication_stage,20,removed_at,TEXT,1,'',0
miru_publication_stage,21,candidate_score,REAL,1,0.0,0
miru_publication_stage,22,candidate_score_band,TEXT,1,'',0
miru_publication_stage,23,candidate_profile,TEXT,1,'',0
miru_publication_stage,24,candidate_score_reasons_json,TEXT,1,'[]',0
miru_publication_stage,25,candidate_risk_factors_json,TEXT,1,'[]',0
miru_review_queue,0,id,INTEGER,0,,1
miru_review_queue,1,item_key,TEXT,1,,0
miru_review_queue,2,queue_type,TEXT,1,'publication_readiness',0
miru_review_queue,3,target_type,TEXT,1,'card',0
miru_review_queue,4,target_id,TEXT,1,'',0
miru_review_queue,5,readiness_state,TEXT,1,'',0
miru_review_queue,6,review_reason,TEXT,1,'',0
miru_review_queue,7,guardrail_label,TEXT,1,'',0
miru_review_queue,8,confidence_score,REAL,1,0.0,0
miru_review_queue,9,risk_level,TEXT,1,'',0
miru_review_queue,10,recommended_next_step,TEXT,1,'',0
miru_review_queue,11,summary_text,TEXT,1,'',0
miru_review_queue,12,supporting_sections_json,TEXT,1,'[]',0
miru_review_queue,13,payload_json,TEXT,1,'{}',0
miru_review_queue,14,status,TEXT,1,'pending',0
miru_review_queue,15,resolution_note,TEXT,1,'',0
miru_review_queue,16,created_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_review_queue,17,updated_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_review_queue,18,resolved_at,TEXT,1,'',0
miru_review_queue,19,approval_state,TEXT,1,'',0
miru_review_queue,20,promotion_state,TEXT,1,'',0
miru_review_queue,21,approval_note,TEXT,1,'',0
miru_review_queue,22,decision_source,TEXT,1,'',0
miru_review_queue,23,approval_updated_at,TEXT,1,'',0
miru_sync_metadata,0,sync_key,TEXT,0,,1
miru_sync_metadata,1,payload_json,TEXT,1,'{}',0
miru_sync_metadata,2,updated_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_validations,0,card_code,TEXT,0,,1
miru_validations,1,confidence,REAL,1,0.0,0
miru_validations,2,task_type,TEXT,1,'',0
miru_validations,3,verified_at,TEXT,1,'',0
miru_validations,4,sources_json,TEXT,1,'[]',0
miru_validations,5,winning_source_json,TEXT,1,'{}',0
miru_validations,6,rejected_sources_json,TEXT,1,'[]',0
miru_validations,7,validated_fields_json,TEXT,1,'[]',0
miru_validations,8,conflict_summary_json,TEXT,1,'{}',0
miru_validations,9,confidence_reason,TEXT,1,'',0
miru_validations,10,payload_json,TEXT,1,'{}',0
miru_validations,11,updated_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_variant_index,0,id,INTEGER,0,,1
miru_variant_index,1,variant_card_code,TEXT,1,,0
miru_variant_index,2,base_card_code,TEXT,1,,0
miru_variant_index,3,variant_category,TEXT,1,'',0
miru_variant_index,4,variant_subtype,TEXT,1,'',0
miru_variant_index,5,detection_signals_json,TEXT,1,'{}',0
miru_variant_index,6,source,TEXT,1,'',0
miru_variant_index,7,confidence,TEXT,1,'high',0
miru_variant_index,8,is_active,INTEGER,1,1,0
miru_variant_index,9,verified_at,TEXT,1,'',0
miru_variant_index,10,verified_by,TEXT,1,'',0
miru_variant_index,11,notes,TEXT,1,'',0
miru_variant_index,12,image_fingerprint_ref,TEXT,1,'',0
miru_variant_index,13,layout_template_ref,TEXT,1,'',0
miru_variant_index,14,created_at,TEXT,1,CURRENT_TIMESTAMP,0
miru_variant_index,15,updated_at,TEXT,1,CURRENT_TIMESTAMP,0
official_legality_history,0,id,INTEGER,0,,1
official_legality_history,1,card_code,TEXT,1,,0
official_legality_history,2,format_name,TEXT,1,'standard',0
official_legality_history,3,region,TEXT,1,'',0
official_legality_history,4,legality_state,TEXT,1,,0
official_legality_history,5,effective_start,TEXT,1,'',0
official_legality_history,6,effective_end,TEXT,1,'',0
official_legality_history,7,source_id,TEXT,1,'',0
official_legality_history,8,source_reference,TEXT,1,'',0
official_legality_history,9,notice_id,TEXT,1,'',0
official_legality_history,10,is_current,INTEGER,1,0,0
official_legality_history,11,is_upcoming,INTEGER,1,0,0
official_legality_history,12,notes,TEXT,1,'',0
official_legality_history,13,updated_at,TEXT,1,'',0
official_rule_notices,0,notice_id,TEXT,0,,1
official_rule_notices,1,title,TEXT,1,'',0
official_rule_notices,2,source_id,TEXT,1,'',0
